0,1.128016,2.699852,-2.228280,3052.360000
1,0.952915,0.878809,0.519144,8424.450000
1,0.434082,2.311936,-2.573923,8298.890000
2,2.209619,2.334585,1.107064,5046.544000
3,1.711970,1.119164,1.189179,7097.910000
3,0.461599,0.144536,-2.364426,6858.870000
4,2.029792,1.303054,1.287916,914.070000
5,0.756178,2.309371,-1.809833,6307.320000
6,2.187200,2.851220,0.476108,7885.660000
7,1.921325,2.407080,-1.854133,8798.060000
7,0.246770,1.512456,0.972258,8476.560000
8,2.124240,0.532672,1.190137,5895.330000
9,2.165567,1.332818,0.780826,5040.450000
10,1.927867,1.392146,-2.161047,7470.330000
10,0.155214,2.217043,-2.083580,7302.670000
11,2.171510,0.050683,-2.559912,6876.480000
12,2.145626,1.009491,0.443566,6362.100000
13,2.124236,1.223092,0.907809,8318.650000
14,1.594131,0.471000,-2.209472,3718.589000
14,0.518059,1.420116,0.958236,3367.810000
15,1.556930,1.916148,-2.290510,3858.596000
15,0.206072,0.637334,1.377727,4352.761000
16,1.702479,2.493842,1.014602,4965.202000
17,1.654359,1.222648,1.057380,8459.570000
18,1.168230,1.120366,-1.810196,8519.630000
18,0.287956,2.217654,-1.904105,8568.910000
19,2.154496,0.160238,-2.305692,7186.360000
20,1.302665,0.691381,-2.426968,5753.290000
21,1.599256,2.446296,-2.190736,8256.540000
21,0.505705,2.893951,-2.040699,8191.940000
22,2.141112,0.500761,0.841470,4952.797000
23,2.075262,1.629459,1.398027,6565.390000
24,2.107771,2.804296,-2.040200,5019.953000
25,2.133439,0.213009,1.156490,4794.574000
26,0.432454,2.503905,-1.903715,8378.120000
26,0.396494,2.997484,-2.487913,8101.180000
27,1.648968,2.711728,-1.935581,1676.040000
28,1.872840,0.831008,0.776058,5082.066000
28,0.145364,1.119843,-2.490079,4659.972000
29,2.074552,2.684728,1.035565,5663.040000
30,1.603115,2.537087,-1.925455,5871.260000
30,0.491125,1.416967,-2.534910,5723.150000
31,2.124034,0.946271,0.417004,2925.940000
32,2.154030,1.872114,0.951171,6327.850000
33,2.077399,2.726098,1.063652,5037.588000
34,2.042670,0.028253,-2.209110,5035.046000
35,1.631779,0.665349,-2.053190,2146.710000
35,0.308282,1.681786,0.516882,1922.790000
36,2.107000,3.088852,-1.951148,7206.010000
37,1.673050,0.290690,-2.620734,5639.790000
37,0.351594,1.720741,-2.042874,5774.830000
38,2.123170,2.764891,-2.279087,4710.908000
39,2.131333,3.008847,0.697315,3020.550000
40,1.237747,2.240531,-2.001156,6716.450000
40,0.870646,1.754954,-2.262620,6709.030000
41,2.072792,0.637552,0.941779,8159.530000
42,2.183961,2.894995,-1.721849,5844.760000
43,2.075267,1.274123,-1.971228,5999.290000
44,1.377591,0.077037,-2.572598,8562.050000
44,0.688837,0.483805,-2.649396,8518.210000
45,2.114722,1.939373,-2.249526,5104.382000
46,2.022486,0.189076,0.617916,3904.115000
47,0.630699,1.274073,-2.268573,1892.220000
47,0.150057,1.879177,0.411817,1937.170000
48,2.071006,1.529172,1.228706,5172.192000
49,0.706455,2.607101,0.893706,1592.820000
50,1.604359,0.019733,1.406362,5233.535000
50,0.506961,2.112608,0.839393,5168.103000
51,2.137460,1.120384,-2.168192,3177.320000
52,2.130090,1.120302,1.338918,1285.310000
53,1.588934,2.654707,-2.651062,5567.220000
53,0.343110,0.095981,-2.719789,5343.005000
53,0.190201,1.680023,-2.723796,5210.261000
54,2.110140,3.089829,-1.666700,4374.084000
55,2.125660,0.293058,0.414786,3464.040000
56,1.650637,2.036071,0.412563,7327.440000
56,0.397084,2.541345,0.931916,7380.660000
57,1.807750,0.293058,0.414786,6732.330000
57,0.291214,0.729203,-2.167253,6699.000000
58,2.147792,0.787836,0.872206,7703.930000
59,2.175660,1.119982,-1.764323,3830.218000
60,0.390051,1.264792,-2.623677,4794.825000
60,0.302518,1.225166,1.281757,4909.991000
61,2.153574,1.976314,1.064564,5935.340000
62,2.156350,0.925343,-2.365789,7498.850000
63,1.846320,0.922643,0.931258,3598.749000
63,0.293186,1.026659,-2.366088,4516.228600
64,2.071354,0.053239,-2.201246,3665.939000
65,1.001230,3.089375,-1.903318,4994.091000
66,1.830540,2.112964,1.237312,7946.130000
66,0.259157,1.827346,-2.211410,7989.160000
67,2.116527,0.137182,1.171589,8732.470000
68,2.052545,2.217858,-2.046525,6694.890000
69,2.089959,1.978325,0.843721,2936.550000
70,1.630601,0.246274,-2.035699,5671.440000
70,0.514081,2.936647,-2.572672,5583.780000
71,2.040654,2.042139,-1.992266,2403.990000
72,1.819190,2.113749,1.057766,5014.022000
72,0.234603,0.143573,0.975076,5046.303000
73,2.133470,0.533523,-1.776325,8478.970000
74,2.224161,1.903026,0.930399,1322.520000
75,2.099168,1.469546,0.524177,3942.438000
76,0.934505,0.247636,1.100893,5234.105000
76,0.350306,1.459815,-2.624710,5252.934000
77,2.071400,3.089742,-1.763625,4718.630000
78,0.877209,0.532907,1.223937,7339.230000
79,1.850010,2.893759,-2.126498,7336.890000
79,0.144398,1.028283,-1.764192,7301.710000
80,0.451423,1.028656,1.237291,5044.793000
81,2.026751,0.839892,1.282341,4018.948000
82,1.849210,1.827346,-2.211410,6390.340000
82,0.281258,0.052330,-2.247562,6255.320000
83,1.817381,2.851190,0.487937,2686.050000
84,2.163164,1.609290,0.826781,1885.190000
85,2.175938,2.859738,-2.189982,2995.080000
86,1.848380,1.721719,-2.169054,3397.750000
86,0.264191,0.486671,0.414582,3799.286000
87,2.131801,2.217026,-2.334188,2951.090000
88,1.547512,1.195625,1.220856,8482.130000
88,0.492523,2.413335,0.567966,8465.060000
89,2.112630,2.559292,1.058676,1984.340000
90,2.158819,0.246198,0.901842,5830.650000
91,1.871660,1.630489,1.281259,7921.190000
91,0.251626,2.307852,-2.127343,7761.890000
92,2.121517,2.112217,-2.279689,4219.572000
93,1.801697,0.914612,-2.146654,5224.999000
93,0.301483,0.924561,1.058012,4644.769000
94,1.425470,2.307864,1.014248,8494.550000
95,2.031126,0.062981,-2.672562,1522.490000
96,1.585629,1.314987,0.903892,5295.789000
96,0.486715,1.680023,-2.723796,5210.652000
97,2.094860,0.924207,1.146113,7920.930000
98,2.153500,2.113140,-1.986260,4705.144000
99,2.054696,2.099441,0.479728,3677.098000
100,1.913010,0.833731,-2.127344,6698.730000
100,0.301508,1.683489,0.417423,6719.130000
101,2.116000,1.419864,-2.169056,2965.190000
102,2.167666,2.035684,-1.904424,6868.810000
103,2.076817,0.845001,0.769794,6801.700000
104,1.607126,2.928031,0.610005,7601.560000
104,0.533248,2.506291,0.652955,7569.860000
105,1.620270,1.028283,-1.764192,4906.565000
105,0.533808,1.685883,-1.733878,5044.024000
106,2.091649,2.803404,1.073974,4768.725000
107,2.141247,1.928192,1.474532,1748.830000
108,1.621283,1.793268,1.027112,8093.120000
108,0.506601,1.722469,-2.250173,8060.210000
109,2.070601,2.129975,0.414708,3465.420000
110,1.517404,2.654976,-2.147745,4706.220000
111,2.128076,2.022217,1.217635,4629.477000
112,1.734470,1.223709,1.427837,5208.275000
112,0.356987,0.440456,0.737987,5176.170000
113,2.106169,1.120543,-2.411110,6884.130000
114,2.096882,1.832913,0.741562,2331.880000
115,1.996486,1.912054,0.955677,6402.140000
115,0.168532,1.920180,-2.490446,6152.400000
116,2.105350,0.440505,0.776868,3421.890000
117,2.155500,2.310605,0.737144,5852.950000
118,2.137693,2.699339,-2.312726,4691.657000
119,1.693780,1.070205,-2.622787,7467.490000
119,0.417401,1.629234,-1.713965,7066.190000
120,1.623732,2.050533,-2.366288,4098.917000
120,0.335585,0.834054,0.852155,4024.210000
121,1.478656,3.101047,-1.828020,1987.060000
122,2.138166,2.041869,0.826182,4029.542000
123,2.114715,1.842311,-2.541137,5035.866000
124,1.228540,1.825334,1.331114,3226.360000
124,0.287105,1.067552,-2.728833,3118.130000
125,2.041090,0.003374,1.845983,3569.778000
126,1.955290,2.893404,0.853102,6265.340000
126,0.277697,1.720537,1.188532,6153.880000
127,2.100811,1.075977,1.161694,1731.940000
128,0.151802,0.442992,1.190230,5370.462000
129,1.826570,0.338691,0.974935,7676.000000
129,0.310082,2.070400,-2.728980,7776.850000
130,1.969890,0.025117,1.493714,1037.480000
131,2.091003,2.238488,-2.297209,3285.830000
